Logical quotient rating,hackathons,coding skills rating,public speaking points,self-learning capability?,Extra-courses did,certifications,reading and writing skills,memory capability score,Interested subjects,interested career area ,Type of company want to settle in?,Taken inputs from seniors or elders,Management or Technical,hard/smart worker,worked in teams ever?,Introvert,Suggested Job Role
5,4,7,8,yes,yes,full stack,poor,excellent,Management,cloud computing,BPA,no,Technical,hard worker,no,yes,Software Developer
5,2,9,6,no,yes,python,poor,medium,Computer Architecture,Business process analyst,Testing and Maintainance Services,yes,Management,smart worker,no,yes,Software Developer
4,4,8,8,no,yes,app development,excellent,excellent,parallel computing,system developer,Finance,yes,Technical,hard worker,yes,yes,Software Developer
5,6,2,5,yes,no,distro making,medium,medium,IOT,developer,Sales and Marketing,yes,Technical,smart worker,yes,no,Software Developer
8,0,3,2,yes,yes,information security,excellent,poor,hacking,Business process analyst,product development,yes,Management,smart worker,yes,yes,Software Developer
4,5,9,5,yes,no,hadoop,poor,excellent,Computer Architecture,cloud computing,Product based,no,Technical,hard worker,no,yes,Software Developer
6,0,4,7,yes,no,machine learning,medium,medium,cloud computing domain,cloud computing,Web Services,yes,Technical,smart worker,no,yes,Software Developer
8,0,6,3,yes,yes,information security,excellent,excellent,IOT,cloud computing,Sales and Marketing,no,Technical,hard worker,yes,no,Software Developer
9,6,6,4,yes,yes,information security,poor,medium,Software Engineering,Business process analyst,SAaS services,no,Technical,smart worker,no,no,Software Developer
1,0,3,2,no,yes,r programming,medium,poor,Management,system developer,Web Services,no,Management,hard worker,no,no,Software Developer
2,3,7,4,yes,yes,shell programming,excellent,excellent,hacking,security,Service Based,yes,Management,hard worker,yes,yes,Software Developer
6,1,1,1,yes,no,hadoop,excellent,medium,Management,testing,Sales and Marketing,no,Technical,smart worker,yes,yes,Software Developer
2,2,1,9,no,no,r programming,medium,medium,programming,security,Sales and Marketing,yes,Technical,smart worker,yes,no,Software Developer
5,2,2,7,yes,no,distro making,poor,medium,Management,cloud computing,product development,no,Technical,smart worker,no,no,Software Developer
9,1,6,2,yes,yes,python,excellent,medium,parallel computing,testing,Web Services,no,Management,hard worker,no,yes,Software Developer
1,5,7,3,yes,no,app development,poor,medium,IOT,security,Service Based,no,Management,hard worker,no,no,Software Developer
9,2,2,6,no,yes,full stack,excellent,excellent,IOT,Business process analyst,Service Based,yes,Management,smart worker,no,no,Software Developer
1,4,3,7,no,yes,r programming,poor,poor,cloud computing domain,system developer,Sales and Marketing,yes,Technical,hard worker,no,no,Software Developer
5,5,1,9,yes,yes,machine learning,excellent,excellent,Management,Business process analyst,SAaS services,yes,Technical,smart worker,yes,no,Software Developer
3,0,3,1,no,yes,python,poor,excellent,IOT,Business process analyst,product development,no,Management,smart worker,yes,yes,Software Developer
2,3,9,4,yes,yes,hadoop,medium,excellent,data engineering,system developer,Web Services,yes,Management,smart worker,no,no,Software Developer
1,6,9,3,yes,no,machine learning,poor,poor,cloud computing domain,cloud computing,Finance,no,Management,smart worker,yes,yes,Software Developer
5,1,2,9,yes,yes,r programming,excellent,excellent,Management,testing,Finance,yes,Management,hard worker,yes,no,Software Developer
8,3,6,7,no,no,r programming,excellent,excellent,parallel computing,cloud computing,Product based,yes,Technical,hard worker,no,no,Software Developer
4,5,2,7,yes,yes,python,excellent,excellent,data engineering,testing,Finance,yes,Management,smart worker,no,yes,Software Developer
1,3,9,6,no,yes,shell programming,excellent,poor,cloud computing domain,system developer,Product based,yes,Technical,hard worker,no,no,Software Developer
2,0,1,1,yes,yes,app development,poor,medium,data engineering,testing,Product based,yes,Management,smart worker,yes,no,Software Developer
5,5,6,2,no,no,distro making,poor,excellent,IOT,developer,Service Based,yes,Management,hard worker,yes,yes,Software Developer
2,1,6,1,yes,no,shell programming,poor,poor,hacking,Business process analyst,Sales and Marketing,no,Management,hard worker,no,no,Software Developer
4,2,2,5,no,no,machine learning,poor,poor,networks,testing,BPA,no,Technical,smart worker,no,no,Software Developer
7,3,2,7,no,yes,full stack,medium,excellent,Software Engineering,security,Testing and Maintainance Services,no,Management,smart worker,yes,no,Software Developer
8,2,3,2,no,yes,app development,poor,poor,parallel computing,security,BPA,no,Management,hard worker,yes,no,Software Developer
3,0,1,4,yes,no,full stack,poor,excellent,Management,Business process analyst,Web Services,yes,Technical,smart worker,no,no,Software Developer
2,0,4,8,yes,no,hadoop,excellent,poor,IOT,developer,BPA,yes,Management,smart worker,yes,no,Software Developer
8,6,7,7,no,yes,app development,excellent,excellent,data engineering,Business process analyst,BPA,no,Management,hard worker,yes,yes,Software Developer
7,2,1,5,no,no,r programming,excellent,excellent,Computer Architecture,security,Testing and Maintainance Services,yes,Management,smart worker,yes,no,Software Developer
4,4,5,8,yes,yes,r programming,excellent,excellent,Management,security,Cloud Services,no,Technical,smart worker,yes,no,Software Developer
9,1,4,8,no,yes,python,excellent,excellent,programming,developer,Cloud Services,no,Management,smart worker,yes,no,Software Developer
7,0,2,8,no,yes,python,poor,excellent,data engineering,Business process analyst,Web Services,yes,Management,hard worker,no,no,Software Developer
3,3,7,4,yes,no,machine learning,excellent,excellent,parallel computing,cloud computing,product development,no,Management,hard worker,no,yes,Software Developer
7,4,6,8,yes,no,full stack,poor,excellent,data engineering,testing,Service Based,no,Management,hard worker,yes,yes,Software Developer
6,2,6,3,no,no,app development,excellent,poor,data engineering,cloud computing,SAaS services,no,Management,smart worker,no,yes,Software Developer
1,1,6,9,no,no,python,poor,excellent,programming,developer,BPA,yes,Technical,smart worker,yes,yes,Software Developer
2,3,5,4,no,yes,shell programming,medium,excellent,IOT,Business process analyst,Web Services,yes,Technical,smart worker,yes,yes,Software Developer
3,5,6,7,yes,yes,hadoop,medium,poor,Software Engineering,system developer,product development,yes,Technical,hard worker,yes,no,Software Developer
7,3,5,2,no,no,python,excellent,poor,hacking,Business process analyst,Testing and Maintainance Services,no,Technical,smart worker,no,no,Software Developer
9,5,5,7,yes,no,app development,excellent,medium,Management,Business process analyst,Finance,yes,Management,hard worker,yes,no,Software Developer
6,3,2,7,yes,yes,full stack,excellent,poor,IOT,testing,product development,no,Management,hard worker,no,yes,Software Developer
2,0,4,6,no,no,full stack,excellent,excellent,Computer Architecture,security,Sales and Marketing,yes,Management,smart worker,yes,no,Software Developer
6,3,5,8,no,no,full stack,poor,excellent,Computer Architecture,cloud computing,Finance,no,Technical,smart worker,no,no,Software Developer
9,1,7,3,no,no,r programming,excellent,excellent,Computer Architecture,testing,SAaS services,yes,Technical,smart worker,no,yes,Software Developer
5,3,8,3,no,yes,r programming,poor,poor,Management,testing,SAaS services,no,Technical,hard worker,yes,yes,Software Developer
1,6,3,8,no,no,full stack,poor,excellent,Management,testing,Cloud Services,yes,Management,hard worker,no,no,Software Developer
6,5,6,5,yes,no,shell programming,poor,medium,Computer Architecture,developer,Service Based,yes,Technical,hard worker,no,yes,Software Developer
3,1,7,3,no,yes,r programming,medium,medium,parallel computing,developer,BPA,yes,Technical,smart worker,no,no,Software Developer
6,5,3,2,yes,yes,python,medium,poor,data engineering,Business process analyst,product development,no,Technical,smart worker,no,no,Software Developer
6,6,2,6,yes,yes,distro making,medium,medium,parallel computing,system developer,product development,yes,Technical,hard worker,yes,no,Software Developer
4,5,2,8,no,yes,hadoop,poor,poor,hacking,Business process analyst,Finance,no,Management,smart worker,no,no,Software Developer
9,4,5,7,no,no,distro making,medium,poor,cloud computing domain,cloud computing,Cloud Services,yes,Management,smart worker,no,no,Software Developer
8,3,2,7,yes,no,app development,poor,excellent,data engineering,developer,SAaS services,yes,Technical,hard worker,no,yes,Software Developer
7,6,9,9,no,yes,machine learning,excellent,medium,Management,developer,Cloud Services,no,Technical,smart worker,yes,no,Software Developer
4,3,2,3,yes,yes,full stack,medium,excellent,IOT,developer,BPA,no,Management,smart worker,no,yes,Software Developer
6,0,7,8,yes,no,information security,poor,poor,Computer Architecture,security,Cloud Services,yes,Management,hard worker,no,no,Software Developer
6,0,1,3,no,yes,distro making,excellent,excellent,programming,cloud computing,product development,no,Management,hard worker,yes,yes,Software Developer
3,2,2,8,no,yes,shell programming,medium,poor,networks,Business process analyst,Service Based,yes,Management,hard worker,no,no,Software Developer
3,2,2,6,yes,no,r programming,medium,medium,programming,system developer,Testing and Maintainance Services,yes,Management,smart worker,no,yes,Software Developer
9,1,6,4,no,yes,machine learning,excellent,excellent,cloud computing domain,testing,SAaS services,no,Management,hard worker,no,yes,Software Developer
6,1,3,9,yes,yes,full stack,medium,excellent,parallel computing,security,SAaS services,no,Management,smart worker,no,no,Software Developer
4,5,6,8,no,no,information security,excellent,medium,IOT,Business process analyst,product development,yes,Technical,hard worker,no,no,Software Developer
5,4,8,8,yes,no,machine learning,poor,excellent,programming,security,Web Services,no,Management,hard worker,no,yes,Software Developer
9,6,9,7,yes,no,machine learning,poor,poor,Management,developer,Web Services,no,Management,hard worker,yes,yes,Software Developer
6,5,5,7,yes,yes,full stack,medium,medium,parallel computing,cloud computing,product development,yes,Technical,hard worker,yes,no,Software Developer
4,4,2,1,no,yes,python,poor,medium,Software Engineering,developer,Finance,no,Management,smart worker,no,no,Software Developer
6,5,5,8,yes,no,information security,poor,medium,cloud computing domain,cloud computing,Web Services,yes,Technical,smart worker,no,yes,Software Developer
9,1,9,2,no,no,r programming,poor,excellent,cloud computing domain,testing,Product based,yes,Management,smart worker,no,yes,Software Developer
6,3,2,1,yes,no,r programming,poor,excellent,networks,system developer,Testing and Maintainance Services,no,Technical,hard worker,no,yes,Software Developer
3,4,1,9,no,no,shell programming,medium,medium,Software Engineering,cloud computing,Finance,yes,Management,smart worker,yes,no,Software Developer
2,3,6,9,yes,yes,machine learning,medium,poor,programming,testing,BPA,no,Technical,hard worker,no,no,Software Developer
6,5,8,9,yes,yes,machine learning,medium,medium,programming,security,Web Services,yes,Management,smart worker,yes,no,Software Developer
4,0,5,9,no,yes,information security,excellent,excellent,Computer Architecture,system developer,Web Services,no,Technical,hard worker,yes,no,Software Developer
5,6,8,9,yes,yes,app development,poor,poor,Management,Business process analyst,Web Services,yes,Management,hard worker,yes,yes,Software Developer
2,1,4,7,yes,yes,information security,excellent,medium,networks,testing,Finance,yes,Technical,hard worker,no,yes,Software Developer
5,2,8,6,yes,yes,app development,poor,medium,networks,system developer,Service Based,yes,Technical,smart worker,yes,no,Software Developer
2,4,8,8,yes,yes,hadoop,medium,poor,Computer Architecture,cloud computing,Cloud Services,no,Technical,hard worker,yes,yes,Software Developer
2,2,3,8,no,no,distro making,excellent,medium,cloud computing domain,cloud computing,product development,yes,Technical,hard worker,yes,no,Software Developer
7,0,9,3,yes,yes,python,medium,poor,cloud computing domain,system developer,product development,yes,Management,smart worker,no,yes,Software Developer
8,6,9,5,yes,yes,shell programming,poor,excellent,IOT,security,SAaS services,no,Management,smart worker,yes,no,Software Developer
1,1,6,8,yes,no,python,excellent,excellent,programming,developer,SAaS services,yes,Technical,hard worker,yes,no,Software Developer
2,0,2,3,no,yes,machine learning,excellent,poor,IOT,security,SAaS services,yes,Technical,smart worker,no,yes,Software Developer
5,0,1,2,yes,no,hadoop,poor,excellent,networks,testing,product development,yes,Technical,hard worker,no,no,Software Developer
